tipo_linha,regiao_uf,periodo_anterior,periodo_atual,area_anterior_mil_ha,area_atual_mil_ha,area_variacao_pct,produtividade_anterior_kg_ha,produtividade_atual_kg_ha,produtividade_variacao_pct,producao_anterior_mil_t,producao_atual_mil_t,producao_variacao_pct,fonte,referencia,source_url,variacao_area_pct_calc,variacao_produtividade_pct_calc,variacao_producao_pct_calc,participacao_producao_pct,crescimento_producao_mil_t,crescimento_area_mil_ha,crescimento_produtividade_kg_ha,classificacao_decomposicao,ranking_localidade_producao
uf,ES,2024/25,2025/26,25.2,25.6,1.6,2829.365,2660.156,-6.0,71.3,68.1,-4.5,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,1.5873015873015959,-5.980458512775829,-4.488078541374478,0.019271262173155432,-3.200000000000003,0.40000000000000213,-169.20899999999983,queda por produtividade,32.0
uf,RJ,2024/25,2025/26,2.8,2.6,-7.1,3285.714,3423.077,4.2,9.2,8.9,-3.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-7.142857142857134,4.18061340700987,-3.26086956521738,0.0025185643662420463,-0.29999999999999893,-0.19999999999999973,137.36300000000028,queda por area,35.0
uf,SP,2024/25,2025/26,2668.0,2745.3,2.9,4371.889,4302.481,-1.6,11664.2,11811.6,1.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,2.897301349325344,-1.5875974893232732,1.2636957528163066,3.342502794191523,147.39999999999964,77.30000000000018,-69.40800000000036,expansao por area,16.0
regiao,SUL,2024/25,2025/26,22016.3,21833.3,-0.8,4030.7,4198.197,4.2,88741.1,91660.5,3.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-0.8312023364507206,4.155531297293281,3.289794694904609,25.938524617070684,2919.399999999994,-183.0,167.4970000000003,expansao por produtividade,5.0
uf,PR,2024/25,2025/26,9954.9,10052.9,1.0,4491.286,4456.963,-0.8,44710.3,44805.4,0.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.9844398236044561,-0.7642131897189428,0.21270266582867603,12.679245376991165,95.09999999999854,98.0,-34.32300000000032,expansao por area,7.0
uf,SC,2024/25,2025/26,1429.0,1444.4,1.1,5690.203,5494.531,-3.4,8131.3,7936.3,-2.4,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,1.077676696990909,-3.4387525365966813,-2.3981405187362412,2.245851952787276,-195.0,15.400000000000091,-195.67200000000048,queda por produtividade,19.0
uf,RS,2024/25,2025/26,10632.4,10336.0,-2.8,3376.425,3765.364,11.5,35899.5,38918.8,8.4,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.787705503931376,11.519254833144519,8.4104235435034,11.013427287292242,3019.300000000003,-296.39999999999964,388.93899999999985,expansao por produtividade,8.0
agregado_regional,NORTE/NORDESTE,2024/25,2025/26,16000.0,16668.8,4.2,3379.739,3355.51,-0.7,54075.82,55932.32,3.4,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,4.179999999999995,-0.7168896769839274,3.4331425764787293,,1856.5,668.7999999999993,-24.228999999999814,expansao por area,6.0
agregado_regional,CENTRO-SUL,2024/25,2025/26,65734.8,66589.1,1.3,4536.153,4466.851,-1.5,298183.1,297443.6,-0.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,1.2996160329079922,-1.5277703375525602,-0.24800198267440376,,-739.5,854.3000000000029,-69.30200000000059,queda por produtividade,2.0
total_brasil,BRASIL,2024/25,2025/26,81734.8,83257.9,1.9,4309.779,4244.353,-1.5,352258.92,353375.92,0.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,1.8634657453128793,-1.5180824817235494,0.31709629950605656,,1117.0,1523.0999999999913,-65.42600000000039,expansao por area,1.0
