tipo_linha,produto,regiao_uf,periodo_anterior,periodo_atual,area_anterior_mil_ha,area_atual_mil_ha,area_variacao_pct,produtividade_anterior_kg_ha,produtividade_atual_kg_ha,produtividade_variacao_pct,producao_anterior_mil_t,producao_atual_mil_t,producao_variacao_pct,fonte,referencia,source_url,variacao_area_pct_calc,variacao_produtividade_pct_calc,variacao_producao_pct_calc,participacao_producao_pct,crescimento_producao_mil_t,crescimento_area_mil_ha,crescimento_produtividade_kg_ha,classificacao_decomposicao,ranking_produto_localidade_producao
regiao,ALGODÃO - CAROÇO (1),NORTE,2024/25,2025/26,23.5,24.2,3.0,2678.294910638298,2647.2822479338847,-1.2,63.00000000000001,64.2,1.9,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,2.9787234042553163,-1.1579256108515052,1.9047619047618976,,1.1999999999999957,0.6999999999999993,-31.012662704413287,expansao por area,171.0
uf,ALGODÃO - CAROÇO (1),RR,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),RO,2024/25,2025/26,8.8,8.8,0.0,2790.0,2600.8999999999996,-6.8,24.6,22.9,-6.9,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,-6.777777777777791,-6.910569105691068,,-1.7000000000000028,0.0,-189.10000000000036,queda por produtividade,199.0
uf,ALGODÃO - CAROÇO (1),AC,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),AM,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),AP,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),PA,2024/25,2025/26,0.2,0.2,0.0,2323.152,2323.152,0.0,0.5,0.5,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,0.0,0.0,,0.0,0.0,0.0,estabilidade aproximada,249.0
uf,ALGODÃO - CAROÇO (1),TO,2024/25,2025/26,14.5,15.2,4.8,2615.4,2678.4000000000005,2.4,37.900000000000006,40.800000000000004,7.7,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,4.827586206896547,2.408809359944959,7.651715039577832,,2.8999999999999986,0.6999999999999993,63.000000000000455,expansao combinada,186.0
regiao,ALGODÃO - CAROÇO (1),NORDESTE,2024/25,2025/26,483.90000000000003,470.2,-2.8,2766.8171688365364,2717.5752126754574,-1.8,1338.8999999999999,1277.8,-4.6,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.831163463525531,-1.779732926183396,-4.563447606243925,,-61.09999999999991,-13.700000000000045,-49.24195616107909,queda combinada,74.0
uf,ALGODÃO - CAROÇO (1),MA,2024/25,2025/26,33.0,29.7,-10.0,2597.4449999999997,2570.85,-1.0,85.7,76.39999999999999,-10.9,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-10.000000000000002,-1.0238907849829275,-10.851808634772475,,-9.300000000000011,-3.3000000000000007,-26.5949999999998,queda combinada,164.0
uf,ALGODÃO - CAROÇO (1),PI,2024/25,2025/26,33.7,34.6,2.7,2702.7900000000004,2525.2,-6.6,91.10000000000001,87.39999999999999,-4.1,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,2.670623145400589,-6.5706177690460805,-4.061470911086737,,-3.700000000000017,0.8999999999999986,-177.5900000000006,queda por produtividade,157.0
uf,ALGODÃO - CAROÇO (1),CE,2024/25,2025/26,2.4,1.9,-20.7,1163.5,1683.5000000000002,44.7,2.8,3.2,14.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-20.833333333333336,44.69273743016762,14.285714285714299,,0.40000000000000036,-0.5,520.0000000000002,expansao por produtividade,230.0
uf,ALGODÃO - CAROÇO (1),RN,2024/25,2025/26,1.2,1.1,-8.3,1125.9199999999998,1126.5400000000002,0.1,1.4000000000000001,1.2,-14.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-8.333333333333323,0.05506607929518488,-14.285714285714295,,-0.20000000000000018,-0.09999999999999987,0.6200000000003456,queda por area,243.0
uf,ALGODÃO - CAROÇO (1),PB,2024/25,2025/26,0.5,0.5,0.0,364.15999999999997,655.36,80.0,0.19999999999999998,0.3,50.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,79.96485061511426,50.000000000000014,,0.1,0.0,291.20000000000005,expansao por produtividade,251.0
uf,ALGODÃO - CAROÇO (1),PE,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),AL,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),SE,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),BA,2024/25,2025/26,413.1,402.4,-2.6,2802.56,2756.7400000000002,-1.6,1157.6999999999998,1109.3,-4.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.590171871217634,-1.6349337748344266,-4.180703118251695,,-48.399999999999864,-10.700000000000045,-45.81999999999971,queda combinada,79.0
regiao,ALGODÃO - CAROÇO (1),CENTRO-OESTE,2024/25,2025/26,1524.0,1472.3999999999999,-3.4,2789.4679265091863,2661.8885867970657,-4.6,4251.2,3919.2999999999997,-7.8,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.3858267716535524,-4.573608411112894,-7.807207376740688,,-331.9000000000001,-51.600000000000136,-127.5793397121206,queda combinada,47.0
uf,ALGODÃO - CAROÇO (1),MT,2024/25,2025/26,1462.0,1410.8,-3.5,2784.1800000000003,2653.644,-4.7,4070.5000000000005,3743.7,-8.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.502051983584135,-4.688489968321032,-8.028497727551914,,-326.80000000000064,-51.200000000000045,-130.5360000000005,queda combinada,49.0
uf,ALGODÃO - CAROÇO (1),MS,2024/25,2025/26,31.7,31.8,0.3,3085.6000000000004,2946.4,-4.5,97.8,93.7,-4.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.31545741324921583,-4.51127819548873,-4.1922290388548,,-4.099999999999994,0.10000000000000142,-139.20000000000027,queda por produtividade,153.0
uf,ALGODÃO - CAROÇO (1),GO,2024/25,2025/26,30.3,29.8,-1.7,2734.8,2748.6,0.5,82.89999999999999,81.9,-1.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-1.65016501650165,0.5046072838964357,-1.2062726176115632,,-0.9999999999999858,-0.5,13.799999999999727,queda por area,160.0
uf,ALGODÃO - CAROÇO (1),DF,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
regiao,ALGODÃO - CAROÇO (1),SUDESTE,2024/25,2025/26,52.6,49.7,-5.5,2412.1465779467676,2622.6366277665993,8.7,126.9,130.3,2.7,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-5.513307984790872,8.726254521356742,2.679275019700556,,3.4000000000000057,-2.8999999999999986,210.4900498198317,expansao por produtividade,139.0
uf,ALGODÃO - CAROÇO (1),MG,2024/25,2025/26,45.1,42.2,-6.4,2448.5999999999995,2698.707,10.2,110.4,113.80000000000001,3.1,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-6.430155210643012,10.214285714285735,3.079710144927541,,3.4000000000000057,-2.8999999999999986,250.10700000000043,expansao por produtividade,144.0
uf,ALGODÃO - CAROÇO (1),ES,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),RJ,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),SP,2024/25,2025/26,7.5,7.5,0.0,2192.94,2194.614,0.1,16.5,16.5,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,0.07633587786259442,0.0,,0.0,0.0,1.6739999999999782,estabilidade aproximada,204.0
regiao,ALGODÃO - CAROÇO (1),SUL,2024/25,2025/26,1.6,1.6,0.0,1770.0,1770.0,0.0,2.8,2.8,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,0.0,0.0,,0.0,0.0,0.0,estabilidade aproximada,232.0
uf,ALGODÃO - CAROÇO (1),PR,2024/25,2025/26,1.6,1.6,0.0,1770.0,1770.0,0.0,2.8,2.8,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,0.0,0.0,,0.0,0.0,0.0,estabilidade aproximada,232.0
uf,ALGODÃO - CAROÇO (1),SC,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - CAROÇO (1),RS,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
agregado_regional,ALGODÃO - CAROÇO (1),NORTE/NORDESTE,2024/25,2025/26,507.40000000000003,494.4,-2.6,2762.717300748916,2714.1344971682847,-1.8,1401.8999999999999,1342.0,-4.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.5620811982656795,-1.7585151968846544,-4.272772665668013,,-59.899999999999864,-13.000000000000057,-48.58280358063121,queda combinada,72.0
agregado_regional,ALGODÃO - CAROÇO (1),CENTRO-SUL,2024/25,2025/26,1578.1999999999998,1523.6999999999998,-3.5,2775.858592066912,2659.6717172671783,-4.2,4380.9,4052.4,-7.5,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.4533012292485115,-4.185619365906555,-7.498459220708063,,-328.49999999999955,-54.5,-116.18687479973369,queda combinada,46.0
total_brasil,ALGODÃO - CAROÇO (1),BRASIL,2024/25,2025/26,2085.6,2018.1,-3.2,2772.6614827387803,2673.0141672860614,-3.6,5782.799999999999,5394.4,-6.7,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.2364787111622557,-3.593922881429046,-6.716469530331322,,-388.39999999999964,-67.5,-99.64731545271889,queda combinada,39.0
regiao,ALGODÃO - PLUMA,NORTE,2024/25,2025/26,23.5,24.2,3.0,1728.7136,1713.378909090909,-0.9,40.6,41.400000000000006,2.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,2.9787234042553163,-0.8870579203571385,1.970443349753705,,0.8000000000000043,0.6999999999999993,-15.334690909091023,expansao por area,185.0
uf,ALGODÃO - PLUMA,RR,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,RO,2024/25,2025/26,8.8,8.8,0.0,1709.9999999999998,1594.1,-6.8,15.0,14.0,-6.7,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,-6.77777777777777,-6.666666666666667,,-1.0,0.0,-115.89999999999986,queda por produtividade,207.0
uf,ALGODÃO - PLUMA,AC,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,AM,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,AP,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,PA,2024/25,2025/26,0.2,0.2,0.0,1472.8479999999997,1472.8479999999997,0.0,0.3,0.3,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,0.0,0.0,,0.0,0.0,0.0,estabilidade aproximada,251.0
uf,ALGODÃO - PLUMA,TO,2024/25,2025/26,14.5,15.2,4.8,1743.6000000000001,1785.6,2.4,25.3,27.1,7.1,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,4.827586206896547,2.4088093599449283,7.114624505928855,,1.8000000000000007,0.6999999999999993,41.99999999999977,expansao combinada,196.0
regiao,ALGODÃO - PLUMA,NORDESTE,2024/25,2025/26,483.90000000000003,470.2,-2.8,1990.9294730316183,1955.5891854529987,-1.8,963.4,919.5,-4.6,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.831163463525531,-1.775064765343316,-4.556778077641684,,-43.89999999999998,-13.700000000000045,-35.34028757861961,queda combinada,86.0
uf,ALGODÃO - PLUMA,MA,2024/25,2025/26,33.0,29.7,-10.0,1797.555,1779.1499999999999,-1.0,59.3,52.8,-11.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-10.000000000000002,-1.0238907849829462,-10.961214165261383,,-6.5,-3.3000000000000007,-18.4050000000002,queda combinada,181.0
uf,ALGODÃO - PLUMA,PI,2024/25,2025/26,33.7,34.6,2.7,1878.21,1754.8,-6.6,63.3,60.7,-4.1,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,2.670623145400589,-6.570617769046064,-4.10742496050552,,-2.5999999999999943,0.8999999999999986,-123.41000000000008,queda por produtividade,172.0
uf,ALGODÃO - PLUMA,CE,2024/25,2025/26,2.4,1.9,-20.7,626.5,906.5,44.7,1.5,1.7,13.3,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-20.833333333333336,44.6927374301676,13.33333333333333,,0.19999999999999996,-0.5,280.0,expansao por produtividade,239.0
uf,ALGODÃO - PLUMA,RN,2024/25,2025/26,1.2,1.1,-8.3,690.0799999999999,690.46,0.1,0.8,0.8,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-8.333333333333323,0.05506607929517001,0.0,,0.0,-0.09999999999999987,0.38000000000010914,estabilidade aproximada,247.0
uf,ALGODÃO - PLUMA,PB,2024/25,2025/26,0.5,0.5,0.0,204.84,368.64,80.0,0.1,0.2,100.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,0.0,79.96485061511423,100.0,,0.1,0.0,163.79999999999998,expansao por produtividade,252.0
uf,ALGODÃO - PLUMA,PE,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,AL,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,SE,2024/25,2025/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,,,,,0.0,0.0,0.0,estabilidade aproximada,254.0
uf,ALGODÃO - PLUMA,BA,2024/25,2025/26,413.1,402.4,-2.6,2029.0,1996.2599999999998,-1.6,838.4,803.3,-4.2,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-2.590171871217634,-1.6136027599802976,-4.18654580152672,,-35.10000000000002,-10.700000000000045,-32.74000000000024,queda combinada,90.0
regiao,ALGODÃO - PLUMA,CENTRO-OESTE,2024/25,2025/26,1524.0,1472.3999999999999,-3.4,1954.1812860892387,1864.7333909263787,-4.6,2978.1,2745.6,-7.8,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.3858267716535524,-4.577256767301545,-7.806991034552231,,-232.5,-51.600000000000136,-89.44789516286005,queda combinada,59.0
uf,ALGODÃO - PLUMA,MT,2024/25,2025/26,1462.0,1410.8,-3.5,1950.82,1859.3559999999998,-4.7,2852.1,2623.2,-8.0,Conab,Estimativa em fevereiro/2026,https://www.gov.br/conab/pt-br/atuacao/informacoes-agropecuarias/safras/safra-de-graos/boletim-da-safra-de-graos/5o-levantamento-safra-2025-26/site_previsao_de_safra-por-produto-fev-2026.xlsx,-3.502051983584135,-4.688489968321022,-8.025665299253186,,-228.9000000000001,-51.200000000000045,-91.46400000000017,queda combinada,62.0
